record_id,year,round,event,session_id,driver_id,available_at,leader_lap,audio_url,audio_duration_seconds,model_id,library,library_version,device,compute_type,language_setting,detected_language,language_probability,beam_size,vad_filter,temperature,condition_on_previous_text,status,failure_reason,raw_transcript,normalized_transcript,segment_count,average_log_probability,maximum_no_speech_probability,processing_seconds,rss_mb_after,suspicious_flags
a10902306b8f99f9c26a,2025,24,Abu Dhabi Grand Prix,f1:2025:24:race,f1:MAXVER01,6530.428,33,https://livetiming.formula1.com/static/2025/2025-12-07_Abu_Dhabi_Grand_Prix/2025-12-07_Race/TeamRadio/MAXVER01_1_20251207_175342.mp3,12.384,small.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,," Basically we need our fast system to the end max, we don't want to give away too much race time to Piastry who will undoubtedly be relatively quick on his medium.","Basically we need our fast system to the end max, we don't want to give away too much race time to Piastry who will undoubtedly be relatively quick on his medium.",2,-0.4382990046245296,0.27803927659988403,2.2455480999997235,720.4921875,
270e9276bb1642362d98,2025,24,Abu Dhabi Grand Prix,f1:2025:24:race,f1:OSCPIA01,7265.807,42,https://livetiming.formula1.com/static/2025/2025-12-07_Abu_Dhabi_Grand_Prix/2025-12-07_Race/TeamRadio/OSCPIA01_81_20251207_180601.mp3,7.44,small.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,, I don't want to be giving up too much time. We want to see whether we can chase down Verstappen here.,I don't want to be giving up too much time. We want to see whether we can chase down Verstappen here.,1,-0.2614603767792384,0.19673600792884827,2.1148720999990474,725.1953125,
8fb61c40c51e423dae24,2025,24,Abu Dhabi Grand Prix,f1:2025:24:race,f1:OSCPIA01,7479.293,44,https://livetiming.formula1.com/static/2025/2025-12-07_Abu_Dhabi_Grand_Prix/2025-12-07_Race/TeamRadio/OSCPIA01_81_20251207_180918.mp3,11.592,small.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,, What's the picture in the front? How do I win this race? The staff is on your pit stop window. He's doing 27.9,What's the picture in the front? How do I win this race? The staff is on your pit stop window. He's doing 27.9,4,-0.4613240544612591,0.3015892505645752,2.293387800000346,720.57421875,
58873bfeacf456d1c406,2025,24,Abu Dhabi Grand Prix,f1:2025:24:race,f1:LANNOR01,8394.718,54,https://livetiming.formula1.com/static/2025/2025-12-07_Abu_Dhabi_Grand_Prix/2025-12-07_Race/TeamRadio/LANNOR01_4_20251207_182444.mp3,7.632,small.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,," Is he struggling with grading? Oscar, it's more the rares.","Is he struggling with grading? Oscar, it's more the rares.",2,-0.6342557072639465,0.4235064685344696,1.9394356999982847,721.9296875,
dbb3be6dae4048ad9e94,2025,24,Abu Dhabi Grand Prix,f1:2025:24:race,f1:MAXVER01,8886.836,58,https://livetiming.formula1.com/static/2025/2025-12-07_Abu_Dhabi_Grand_Prix/2025-12-07_Race/TeamRadio/MAXVER01_1_20251207_183223.mp3,26.04,small.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,," Max, you have given everything. You can be proud of it, I mean. Hold your head up high. We showed up one final time this past. I confess, guys, when I talk back at our second half this season, we can be really, really proud of that. So I'm being disappointed. I'm definitely not disappointed. I'm really proud of everyone to never give up.","Max, you have given everything. You can be proud of it, I mean. Hold your head up high. We showed up one final time this past. I confess, guys, when I talk back at our second half this season, we can be really, really proud of that. So I'm being disappointed. I'm definitely not disappointed. I'm really proud of everyone to never give up.",4,-0.38073659472995336,0.4948202073574066,3.2835248000010324,721.109375,
a4b32135bee93aff528d,2021,1,Bahrain Grand Prix,f1:2021:1:race,f1:DANRIC01,61.025,,https://livetiming.formula1.com/static/2021/2021-03-28_Bahrain_Grand_Prix/2021-03-28_Race/TeamRadio/DANRIC01_3_20210328_152259.mp3,8.472,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,," And down your wind feedback, we've seen 30 kph tailwind braking for Turn 13, so strength a little higher than qualifying.","And down your wind feedback, we've seen 30 kph tailwind braking for Turn 13, so strength a little higher than qualifying.",2,-0.2971091493964195,0.09076244384050369,5.702304999998887,1253.5078125,
e379bf084fef0c643829,2021,1,Bahrain Grand Prix,f1:2021:1:race,f1:MICSCH02,1880.665,,https://livetiming.formula1.com/static/2021/2021-03-28_Bahrain_Grand_Prix/2021-03-28_Race/TeamRadio/MICSCH02_47_20210328_160015.mp3,10.008,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,," Okay, make sure pit limiter is on, keep the pit limiter until the line, and remember mode, race, start before the start. Have fun!","Okay, make sure pit limiter is on, keep the pit limiter until the line, and remember mode, race, start before the start. Have fun!",3,-0.3263519860804081,0.32235321402549744,6.02164780000021,1252.18359375,
1cf6244e289cf4991d69,2021,1,Bahrain Grand Prix,f1:2021:1:race,f1:VALBOT01,2976.335,6,https://livetiming.formula1.com/static/2021/2021-03-28_Bahrain_Grand_Prix/2021-03-28_Race/TeamRadio/VALBOT01_77_20210328_161858.mp3,7.632,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,," So the snapping ahead has got a problem with the diff, everything to play with, come on Valtteri","So the snapping ahead has got a problem with the diff, everything to play with, come on Valtteri",1,-0.40109954201258147,0.12169389426708221,5.540355200002523,1255.70703125,
935cfc6715c26d86b3b7,2021,1,Bahrain Grand Prix,f1:2021:1:race,f1:CARSAI01,3711.677,13,https://livetiming.formula1.com/static/2021/2021-03-28_Bahrain_Grand_Prix/2021-03-28_Race/TeamRadio/CARSAI01_55_20210328_163114.mp3,5.232,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,, How is my bass? Bass is still good.,How is my bass? Bass is still good.,2,-0.3993438363075256,0.1436907947063446,4.8904368999974395,1252.390625,
001f755456fb4a3ffaa1,2021,1,Bahrain Grand Prix,f1:2021:1:race,f1:LANNOR01,4625.025,23,https://livetiming.formula1.com/static/2021/2021-03-28_Bahrain_Grand_Prix/2021-03-28_Race/TeamRadio/LANNOR01_4_20210328_164648.mp3,19.344,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,," And Lando, how are the tyres? How are the tyres? Yeah, I can't hear you. Lando, minor. Everything is fine from my side. Understood. I guess I'll have three with tyres. Just a general drop off on lap time.","And Lando, how are the tyres? How are the tyres? Yeah, I can't hear you. Lando, minor. Everything is fine from my side. Understood. I guess I'll have three with tyres. Just a general drop off on lap time.",6,-0.29896420284229164,0.14923281967639923,7.7294590000019525,1255.796875,
65176951b41734010473,2021,1,Bahrain Grand Prix,f1:2021:1:race,f1:FERALO01,5359.196,30,https://livetiming.formula1.com/static/2021/2021-03-28_Bahrain_Grand_Prix/2021-03-28_Race/TeamRadio/FERALO01_14_20210328_165848.mp3,14.76,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,," The deployment issue seems quite big. Copy that Fernando, we are aware, unfortunately nothing we can do. Let's keep pushing.","The deployment issue seems quite big. Copy that Fernando, we are aware, unfortunately nothing we can do. Let's keep pushing.",2,-0.33604618041746076,0.22107557952404022,5.788347300000169,1257.5234375,
b4504c321116794ed3bb,2021,1,Bahrain Grand Prix,f1:2021:1:race,f1:MAXVER01,6335.539,41,https://livetiming.formula1.com/static/2021/2021-03-28_Bahrain_Grand_Prix/2021-03-28_Race/TeamRadio/MAXVER01_33_20210328_171436.mp3,8.016,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,," Okay, Hamilton last lap, 34.9, 34.9.","Okay, Hamilton last lap, 34.9, 34.9.",1,-0.44875111299402576,0.2601529061794281,4.978078299998742,1254.0,
05dd996c421ffc8b7786,2021,1,Bahrain Grand Prix,f1:2021:1:race,f1:YUKTSU01,7067.525,48,https://livetiming.formula1.com/static/2021/2021-03-28_Bahrain_Grand_Prix/2021-03-28_Race/TeamRadio/YUKTSU01_22_20210328_172726.mp3,10.008,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,, Joki Stroll 5.6 in front we are going to catch him 2 laps to the end so keep pushing we get him,Joki Stroll 5.6 in front we are going to catch him 2 laps to the end so keep pushing we get him,2,-0.31634849886740407,0.22073985636234283,5.683495199999015,1257.3046875,
ec52b364072158e403a3,2021,1,Bahrain Grand Prix,f1:2021:1:race,f1:ANTGIO01,7985.458,56,https://livetiming.formula1.com/static/2021/2021-03-28_Bahrain_Grand_Prix/2021-03-28_Race/TeamRadio/ANTGIO01_99_20210328_175636.mp3,30.36,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,," Yeah, good job Antonio, especially on the management side. We finished P12, Kimi P11, the top three have it won first up and second and Bottas P3. Copy. Drive offline please. Sorry? Drive offline please. You","Yeah, good job Antonio, especially on the management side. We finished P12, Kimi P11, the top three have it won first up and second and Bottas P3. Copy. Drive offline please. Sorry? Drive offline please. You",7,-0.46653934380635115,0.8541820049285889,11.567296000001079,1253.32421875,low_confidence
310beefb2cff2aedd802,2021,1,Bahrain Grand Prix,f1:2021:1:race,f1:SERPER01,7985.458,56,https://livetiming.formula1.com/static/2021/2021-03-28_Bahrain_Grand_Prix/2021-03-28_Race/TeamRadio/SERPER01_11_20210328_175151.mp3,28.704,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,," Fantastic recovery there, Checo. That's fantastic. Yeah, considering how we started the race. At least we got some good points there. Great recovery, Checo. Very, very strong drive. Well done. Good job, guys. Nice start. I'm sorry, Max didn't win the race, but it will come to us. Good start and it will only get better from now.","Fantastic recovery there, Checo. That's fantastic. Yeah, considering how we started the race. At least we got some good points there. Great recovery, Checo. Very, very strong drive. Well done. Good job, guys. Nice start. I'm sorry, Max didn't win the race, but it will come to us. Good start and it will only get better from now.",7,-0.22864951053634286,0.38824892044067383,9.52373660000012,1257.77734375,
60ff02552550ceacdd14,2024,1,Bahrain Grand Prix,f1:2024:1:race,f1:YUKTSU01,606.01,,https://livetiming.formula1.com/static/2024/2024-03-02_Bahrain_Grand_Prix/2024-03-02_Race/TeamRadio/YUKTSU01_22_20240302_141124.mp3,8.088,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,, You,You,1,-0.9177254140377045,0.6763619184494019,4.742580300000554,1257.875,low_confidence
070ec2cab07ac3b116f2,2024,1,Bahrain Grand Prix,f1:2024:1:race,f1:PIEGAS01,3689.622,,https://livetiming.formula1.com/static/2024/2024-03-02_Bahrain_Grand_Prix/2024-03-02_Race/TeamRadio/PIEGAS01_10_20240302_150446.mp3,3.744,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,," Okay Pierre, front wing looks okay from our side.","Okay Pierre, front wing looks okay from our side.",1,-0.38690430990287233,0.06803207099437714,4.8522049999992305,1251.1796875,
b1c56a1f4f165175213b,2024,1,Bahrain Grand Prix,f1:2024:1:race,f1:OSCPIA01,4441.266,8,https://livetiming.formula1.com/static/2024/2024-03-02_Bahrain_Grand_Prix/2024-03-02_Race/TeamRadio/OSCPIA01_81_20240302_151715.mp3,4.848,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,," Oscar this pace is good, you're faster than Lando and the Ferraris ahead","Oscar this pace is good, you're faster than Lando and the Ferraris ahead",1,-0.33601721972227094,0.0402337871491909,5.252933400002803,1257.59375,
4ce87c430c63376d8bb4,2024,1,Bahrain Grand Prix,f1:2024:1:race,f1:GEORUS01,5128.072,15,https://livetiming.formula1.com/static/2024/2024-03-02_Bahrain_Grand_Prix/2024-03-02_Race/TeamRadio/GEORUS01_63_20240302_152906.mp3,6.096,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,," Guys, you need to advise me what to do. I've got all of this up. Be your agent.","Guys, you need to advise me what to do. I've got all of this up. Be your agent.",1,-0.58584614441945,0.28418755531311035,6.1194686999988335,1252.80859375,
202806d2e08329702a94,2024,1,Bahrain Grand Prix,f1:2024:1:race,f1:SERPER01,5880.69,23,https://livetiming.formula1.com/static/2024/2024-03-02_Bahrain_Grand_Prix/2024-03-02_Race/TeamRadio/SERPER01_11_20240302_154111.mp3,3.288,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,, We have to pay for Max.,We have to pay for Max.,1,-0.8665484547615051,0.0995941311120987,5.231039399997826,1256.09765625,
